price_per_kg,name,price,weight
692.1259842519685,Шок,879,1.27
927.7777777777778,Выгодный,835,0.9
976.4044943820224,Новый хит,869,0.89
1098.3333333333335,Немо,659,0.6
1099.3333333333333,Мадагаскар,1649,1.5
1163.8655462184875,Ла-ла-лэнд,1385,1.19
1165.0,Джанго,699,0.6
1179.7752808988764,Спирит,1050,0.89
1660.0,Филадельфийский,1245,0.75
